,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,-additional
366,Jawill Davis,23,NYG,WR,7,0,8,4,40,10.0,0,3,50.0,22,0.6,5.7,50.0,5.0,0,,DaviJa07
367,Jacob Hollister,25,NWE,TE,8,1,5,4,52,13.0,0,2,80.0,23,0.5,6.5,80.0,10.4,0,,HollJa03
368,Tyler Kroft,26,CIN,TE,5,2,6,4,36,9.0,0,4,66.7,16,0.8,7.2,66.7,6.0,0,,KrofTy00
369,Byron Marshall,24,WAS,RB,6,0,6,4,30,7.5,0,1,50.0,17,0.7,5.0,66.7,5.0,0,,MarsBy01
370,Roosevelt Nix,26,PIT,RB,16,0,6,4,38,9.5,0,2,50.0,19,0.3,2.4,66.7,6.3,0,,NixxRo01
371,Auden Tate,21,CIN,WR,7,0,12,4,35,8.8,0,2,16.7,15,0.6,5.0,33.3,2.9,0,,TateAu00
372,Robert Tonyan,24,GNB,TE,16,1,6,4,77,19.3,1,3,50.0,54,0.3,4.8,66.7,12.8,0,,TonyRo00
373,Delanie Walker,34,TEN,TE,1,1,7,4,52,13.0,0,3,57.1,16,4.0,52.0,57.1,7.4,0,,WalkHu00
374,Kevin White,26,CHI,WR,9,0,8,4,92,23.0,0,3,50.0,54,0.4,10.2,50.0,11.5,0,,WhitKe00
375,Bobo Wilson,23,TAM,WR,5,0,5,4,52,13.0,0,2,40.0,25,0.8,10.4,80.0,10.4,0,,WilsJe00
376,Javon Wims,24,CHI,WR,4,0,5,4,32,8.0,0,2,40.0,16,1.0,8.0,80.0,6.4,0,,WimsJa00
377,Dwayne Allen,28,NWE,TE,13,8,4,3,27,9.0,0,2,50.0,21,0.2,2.1,75.0,6.8,0,,AlleDw00
378,Cameron Artis-Payne,28,CAR,RB,9,0,4,3,15,5.0,0,1,25.0,13,0.3,1.7,75.0,3.8,0,,ArtiCa00
379,Brandon Bolden,28,MIA,RB,16,0,3,3,13,4.3,1,1,66.7,9,0.2,0.8,100.0,4.3,1,,BoldBr00
380,Ben Braunecker,24,CHI,TE,15,2,5,3,42,14.0,0,2,60.0,20,0.2,2.8,60.0,8.4,0,,BrauBe00
381,Orson Charles,27,CLE,TE,13,2,5,3,23,7.7,0,0,60.0,9,0.2,1.8,60.0,4.6,0,,CharOr00
382,A.J. Derby,27,MIA,TE,4,0,5,3,48,16.0,1,3,60.0,19,0.8,12.0,60.0,9.6,0,,DerbA.00
383,Patrick DiMarco,29,BUF,FB,16,5,4,3,62,20.7,0,2,50.0,38,0.2,3.9,75.0,15.5,0,,DiMaPa00
384,Tyler Ervin,25,HOU,RB,9,0,3,3,35,11.7,0,1,33.3,19,0.3,3.9,100.0,11.7,1,,ErviTy00
385,Keith Ford,24,BUF,RB,2,1,5,3,21,7.0,0,1,60.0,8,1.5,10.5,60.0,4.2,0,,FordKe00
386,Rico Gathers,24,DAL,TE,15,4,7,3,45,15.0,0,2,28.6,32,0.2,3.0,42.9,6.4,0,,GathRi00
387,Taysom Hill,28,NOR,QB,16,4,7,3,4,1.3,0,0,14.3,5,0.2,0.3,42.9,0.6,1,,HillTa00
388,Justin Hunter,27,PIT,WR,5,0,13,3,21,7.0,0,2,23.1,12,0.6,4.2,23.1,1.6,0,,HuntJu00
389,Matt Lengel,28,CIN,TE,11,2,8,3,17,5.7,1,2,37.5,9,0.3,1.5,37.5,2.1,0,,LengMa00
390,Marcedes Lewis,34,GNB,TE,16,4,4,3,39,13.0,0,1,75.0,30,0.2,2.4,75.0,9.8,0,,LewiMa00
391,Tommylee Lewis,26,NOR,WR,7,3,3,3,60,20.0,1,3,100.0,28,0.4,8.6,100.0,20.0,1,,LewiTo00
392,Ricky Ortiz,24,ATL,FB,12,9,4,3,11,3.7,0,0,50.0,7,0.3,0.9,75.0,2.8,0,,OrtiRi00
393,Samaje Perine,23,WAS,RB,5,0,4,3,5,1.7,0,0,25.0,8,0.6,1.0,75.0,1.3,0,,PeriSa00
394,John Phillips,31,ARI,TE,8,4,3,3,38,12.7,0,1,66.7,24,0.4,4.8,100.0,12.7,0,,PhilJo00
395,C.J. Prosise,24,SEA,RB,5,0,3,3,22,7.3,0,0,100.0,8,0.6,4.4,100.0,7.3,0,,ProsC.00
396,Brian Quick,29,WAS,WR,6,3,3,3,18,6.0,0,2,100.0,6,0.5,3.0,100.0,6.0,0,,QuicBr00
397,Stevan Ridley,29,PIT,RB,10,0,4,3,18,6.0,0,1,50.0,10,0.3,1.8,75.0,4.5,2,,RidlSt00
398,De'Anthony Thomas,25,KAN,RB,5,0,5,3,29,9.7,1,3,60.0,15,0.6,5.8,60.0,5.8,1,,ThomDe05
399,Jalen Tolliver,23,ARI,WR,3,1,6,3,37,12.3,0,3,50.0,15,1.0,12.3,50.0,6.2,0,,TollJa00
400,Darrel Williams,23,KAN,RB,6,0,3,3,27,9.0,1,1,66.7,11,0.5,4.5,100.0,9.0,0,,WillDa10
401,Derrick Willies,24,CLE,WR,5,0,5,3,61,20.3,0,2,40.0,39,0.6,12.2,60.0,12.2,1,,WillDe06
402,Shaun Wilson,23,TAM,RB,5,0,5,3,5,1.7,0,0,0.0,5,0.6,1.0,60.0,1.0,0,,WilsSh01
403,Ameer Abdullah,25,2TM,RB,10,0,4,3,28,9.3,0,1,75.0,12,0.3,2.8,75.0,7.0,1,,AbduAm00
403,Ameer Abdullah,25,DET,RB,3,0,2,2,18,9.0,0,1,100.0,12,0.7,6.0,100.0,9.0,1,,AbduAm00
403,Ameer Abdullah,25,MIN,RB,7,0,2,1,10,10.0,0,0,50.0,10,0.1,1.4,50.0,5.0,0,,AbduAm00
404,Mike Boone,23,MIN,RB,8,0,3,2,1,0.5,0,0,0.0,1,0.3,0.1,66.7,0.3,0,,BoonMi00
405,Leonte Carroo,24,MIA,WR,9,0,4,2,94,47.0,1,2,50.0,74,0.2,10.4,50.0,23.5,0,,CarrLe00
406,Jamaal Charles,32,JAX,RB,2,0,3,2,7,3.5,0,0,33.3,5,1.0,3.5,66.7,2.3,0,,CharJa00
407,Derrick Coleman,28,ARI,RB,16,4,3,2,17,8.5,0,1,66.7,12,0.1,1.1,66.7,5.7,0,,ColeDe00
408,Alan Cross,25,TAM,TE,14,3,5,2,9,4.5,0,1,20.0,6,0.1,0.6,40.0,1.8,0,,CrosAl00
409,Ross Dwelley,23,SFO,TE,11,0,2,2,14,7.0,0,0,50.0,8,0.2,1.3,100.0,7.0,0,,DwelRo00
410,Gus Edwards,23,BAL,RB,11,6,2,2,20,10.0,0,1,100.0,13,0.2,1.8,100.0,10.0,0,,EdwaGu00
411,D'Onta Foreman,22,HOU,RB,1,0,2,2,28,14.0,1,1,100.0,20,2.0,28.0,100.0,14.0,1,,ForeDO00
412,Jordan Franks,22,CIN,TE,6,0,3,2,37,18.5,0,1,33.3,32,0.3,6.2,66.7,12.3,0,,FranJo03
413,KhaDarel Hodge,23,LAR,WR,14,0,3,2,17,8.5,0,1,33.3,14,0.1,1.2,66.7,5.7,0,,HodgKh00
414,John Kelly,22,LAR,RB,4,0,3,2,27,13.5,0,1,66.7,18,0.5,6.8,66.7,9.0,0,,KellJo00
415,Jeremy Kerley,30,BUF,WR,1,1,4,2,7,3.5,0,0,25.0,4,2.0,7.0,50.0,1.8,0,,KerlJe00
416,Tre Madden,25,SEA,RB,14,3,3,2,35,17.5,0,1,66.7,28,0.1,2.5,66.7,11.7,0,,MaddTr01
417,Chris Manhertz,26,CAR,TE,16,4,5,2,52,26.0,1,1,20.0,50,0.1,3.3,40.0,10.4,0,,ManhCh00
418,J'Mon Moore,23,GNB,WR,12,0,3,2,15,7.5,0,1,33.3,10,0.2,1.3,66.7,5.0,1,,MoorJM00
419,Detrez Newsome,24,LAC,RB,9,0,2,2,19,9.5,0,2,100.0,11,0.2,2.1,100.0,9.5,0,,NewsDe00
420,Jamize Olawale,29,DAL,FB,16,4,4,2,13,6.5,0,1,25.0,10,0.1,0.8,50.0,3.3,0,,OlawJa00
421,Charone Peake,26,NYJ,WR,13,0,3,2,25,12.5,0,2,66.7,14,0.2,1.9,66.7,8.3,0,,PeakCh00
422,Dion Sims,27,CHI,TE,8,4,4,2,9,4.5,0,0,0.0,9,0.3,1.1,50.0,2.3,0,,SimsDi00
423,Roc Thomas,23,MIN,RB,5,0,4,2,21,10.5,0,0,0.0,15,0.4,4.2,50.0,5.3,0,,ThomRo05
424,De'Lance Turner,23,BAL,RB,4,0,2,2,17,8.5,0,0,100.0,10,0.5,4.3,100.0,8.5,0,,TurnDe01
425,Malik Turner,22,SEA,WR,6,0,3,2,20,10.0,0,1,33.3,19,0.3,3.3,66.7,6.7,0,,TurnMa00
426,Hakeem Valles,26,DET,TE,3,0,3,2,11,5.5,0,0,66.7,6,0.7,3.7,66.7,3.7,0,,VallHa00
427,Joe Webb,32,HOU,WR,16,0,3,2,13,6.5,0,0,33.3,7,0.1,0.8,66.7,4.3,0,,WebbJo00
428,Charcandrick West,27,KAN,RB,3,0,3,2,37,18.5,1,2,66.7,25,0.7,12.3,66.7,12.3,0,,WestCh01
429,Nick Williams,28,2TM,WR,4,0,5,2,17,8.5,0,0,40.0,11,0.5,4.3,40.0,3.4,0,,WillNi02
429,Nick Williams,28,TEN,WR,2,0,2,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,WillNi02
429,Nick Williams,28,LAR,WR,2,0,3,2,17,8.5,0,0,66.7,11,1.0,8.5,66.7,5.7,0,,WillNi02
430,Terrance Williams,29,DAL,WR,3,2,3,2,18,9.0,0,1,33.3,12,0.7,6.0,66.7,6.0,0,,WillTe01
431,Alex Armah,24,CAR,FB,16,2,1,1,5,5.0,0,0,0.0,5,0.1,0.3,100.0,5.0,0,,ArmaAl00
432,Kenjon Barner,29,2TM,RB,9,0,1,1,3,3.0,0,0,0.0,3,0.1,0.3,100.0,3.0,1,,BarnKe00
432,Kenjon Barner,29,NWE,RB,5,0,0,0,0,,0,0,,,0.0,0.0,,,0,,BarnKe00
432,Kenjon Barner,29,CAR,RB,4,0,1,1,3,3.0,0,0,0.0,3,0.3,0.8,100.0,3.0,1,,BarnKe00
433,Victor Bolden,23,SFO,WR,4,0,4,1,10,10.0,0,1,25.0,10,0.3,2.5,25.0,2.5,0,,BoldVi00
434,Tom Brady,41,NWE,QB,16,16,1,1,6,6.0,0,0,0.0,6,0.1,0.4,100.0,6.0,4,PB,BradTo00
435,Drew Brees,39,NOR,QB,15,15,1,1,1,1.0,0,0,0.0,1,0.1,0.1,100.0,1.0,5,PBAP-2AP MVP-2AP OPoY-2,BreeDr00
436,Michael Burton,26,CHI,RB,8,1,1,1,6,6.0,0,1,100.0,6,0.1,0.8,100.0,6.0,0,,BurtMi00
437,Damiere Byrd,25,CAR,WR,8,0,2,1,8,8.0,0,1,50.0,8,0.1,1.0,50.0,4.0,0,,ByrdDa00
438,Travaris Cadet,29,CAR,RB,1,0,1,1,5,5.0,0,0,0.0,5,1.0,5.0,100.0,5.0,0,,CadeTr00
439,Derek Carr,27,OAK,QB,16,16,1,1,-9,-9.0,0,0,0.0,-9,0.1,-0.6,100.0,-9.0,12,,CarrDe02
440,Jehu Chesson,25,WAS,WR,12,0,2,1,7,7.0,0,1,0.0,7,0.1,0.6,50.0,3.5,0,,ChesJe00
441,Sammie Coates,25,HOU,WR,12,0,2,1,12,12.0,0,1,50.0,12,0.1,1.0,50.0,6.0,0,,CoatSa00
442,Kirk Cousins,30,MIN,QB,16,16,1,1,-1,-1.0,0,0,0.0,-1,0.1,-0.1,100.0,-1.0,9,,CousKi00
443,River Cracraft,24,DEN,WR,8,0,2,1,44,44.0,0,1,50.0,44,0.1,5.5,50.0,22.0,1,,CracRi00
444,Dane Cruikshank,23,TEN,DB,12,0,1,1,66,66.0,1,1,0.0,66,0.1,5.5,100.0,66.0,0,,CruiDa00
445,Sean Culkin,25,LAC,TE,13,10,1,1,24,24.0,0,1,100.0,24,0.1,1.8,100.0,24.0,0,,CulkSe00
446,Benny Cunningham,28,CHI,RB,15,0,2,1,9,9.0,0,1,50.0,9,0.1,0.6,50.0,4.5,0,,CunnBe01
447,Chase Daniel,32,CHI,QB,5,2,1,1,8,8.0,0,1,100.0,8,0.2,1.6,100.0,8.0,4,,DaniCh00
448,Dion Dawkins,24,BUF,LT,16,16,1,1,7,7.0,1,1,100.0,7,0.1,0.4,100.0,7.0,0,,DawkDi00
449,Taylor Decker,25,DET,LT,16,16,1,1,11,11.0,1,1,100.0,11,0.1,0.7,100.0,11.0,0,,DeckTa00
450,Gehrig Dieter,25,KAN,WR,4,0,3,1,22,22.0,0,1,33.3,22,0.3,5.5,33.3,7.3,0,,DietGe00
451,George Fant,26,SEA,T,16,7,1,1,9,9.0,0,0,100.0,9,0.1,0.6,100.0,9.0,0,,FantGe00
452,Matt Flanagan,23,WAS,TE,3,1,1,1,14,14.0,0,1,100.0,14,0.3,4.7,100.0,14.0,0,,FlanMa00
453,Nick Foles,29,PHI,QB,5,5,1,1,10,10.0,0,1,100.0,15,0.2,2.0,100.0,10.0,4,,FoleNi00
454,Shelton Gibson,24,PHI,WR,15,0,3,1,48,48.0,0,1,33.3,48,0.1,3.2,33.3,16.0,0,,GibsSh00
455,Mike Gillislee,28,NOR,RB,4,0,1,1,9,9.0,0,0,100.0,9,0.3,2.3,100.0,9.0,1,,GillMi00
456,Justin Hardee,24,NOR,WR,16,0,1,1,10,10.0,0,1,0.0,10,0.1,0.6,100.0,10.0,0,,HardJu01
457,Keon Hatcher,24,OAK,WR,3,0,2,1,8,8.0,0,0,0.0,8,0.3,2.7,50.0,4.0,0,,HatcKe00
458,Ryan Hewitt,27,IND,TE,12,2,2,1,1,1.0,1,1,50.0,1,0.1,0.1,50.0,0.5,0,,HewiRy00
459,Darrius Heyward-Bey,31,PIT,WR,14,2,2,1,9,9.0,0,0,50.0,9,0.1,0.6,50.0,4.5,0,,HeywDa00
460,Brian Hill,23,ATL,RB,10,0,2,1,9,9.0,0,0,0.0,9,0.1,0.9,50.0,4.5,1,,HillBr02
461,Jeremy Hill,26,NWE,RB,1,0,1,1,6,6.0,0,0,100.0,6,1.0,6.0,100.0,6.0,0,,HillJe01
462,JJ Jones,26,2TM,WR,4,0,1,1,3,3.0,0,0,0.0,3,0.3,0.8,100.0,3.0,2,,JoneJJ00
462,JJ Jones,26,LAC,WR,3,0,0,0,0,,0,0,,,0.0,0.0,,,2,,JoneJJ00
462,JJ Jones,26,NYJ,WR,1,0,1,1,3,3.0,0,0,0.0,3,1.0,3.0,100.0,3.0,0,,JoneJJ00
463,Ryan Kelly,25,IND,C,12,12,1,1,-4,-4.0,0,0,0.0,-4,0.1,-0.3,100.0,-4.0,1,,KellRy00
464,Marcus Kemp,23,KAN,WR,16,0,2,1,7,7.0,0,0,50.0,7,0.1,0.4,50.0,3.5,0,,KempMa00
465,Darvin Kidsy,23,WAS,WR,2,0,2,1,8,8.0,0,1,50.0,8,0.5,4.0,50.0,4.0,0,,KidsDa00
466,Allen Lazard,23,GNB,WR,1,0,1,1,7,7.0,0,0,100.0,7,1.0,7.0,100.0,7.0,0,,LazaAl00
467,Khari Lee,26,BUF,TE,2,0,1,1,5,5.0,0,0,0.0,5,0.5,2.5,100.0,5.0,0,,LeexKh00
468,Andrew Luck,29,IND,QB,16,16,2,1,4,4.0,0,1,50.0,4,0.1,0.3,50.0,2.0,6,PBAP CPoY-1,LuckAn00
469,Josh Malone,22,CIN,WR,9,0,5,1,12,12.0,0,1,20.0,12,0.1,1.3,20.0,2.4,0,,MaloJo00
470,Marcus Mariota,25,TEN,QB,14,13,1,1,21,21.0,0,1,100.0,21,0.1,1.5,100.0,21.0,9,,MariMa01
471,Johnny Mundt,24,LAR,TE,10,0,1,1,5,5.0,0,0,0.0,5,0.1,0.5,100.0,5.0,0,,MundJo00
472,Cam Phillips,23,BUF,WR,2,0,1,1,9,9.0,0,0,100.0,9,0.5,4.5,100.0,9.0,0,,PhilCa01
473,Spencer Pulley,25,NYG,C,13,9,1,1,-2,-2.0,0,0,0.0,-2,0.1,-0.2,100.0,-2.0,0,,PullSp00
474,Richard Rodgers,26,PHI,TE,7,0,1,1,7,7.0,0,1,100.0,7,0.1,1.0,100.0,7.0,0,,RodgRi00
475,Ben Roethlisberger,36,PIT,QB,16,16,1,1,-1,-1.0,0,0,0.0,-1,0.1,-0.1,100.0,-1.0,7,,RoetBe00
476,Matt Ryan,33,ATL,QB,16,16,1,1,5,5.0,1,1,100.0,5,0.1,0.3,100.0,5.0,10,,RyanMa00
477,Matt Schaub,37,ATL,QB,3,0,1,1,-7,-7.0,0,0,0.0,-7,0.3,-2.3,100.0,-7.0,1,,SchaMa00
478,Sam Shields,31,LAR,DB,16,2,1,1,12,12.0,0,1,0.0,12,0.1,0.8,100.0,12.0,0,,ShieSa00
479,Bradley Sowell,29,CHI,T,16,1,2,1,2,2.0,1,1,50.0,2,0.1,0.1,50.0,1.0,0,,SoweBr00
480,Joe Staley,34,SFO,LT,16,16,1,1,-5,-5.0,0,0,0.0,-5,0.1,-0.3,100.0,-5.0,0,,StalJo20
481,Tyrone Swoopes,24,SEA,TE,1,1,1,1,23,23.0,0,1,100.0,23,1.0,23.0,100.0,23.0,0,,SwooTy00
482,Ryan Tannehill,30,MIA,QB,11,11,1,1,3,3.0,1,1,100.0,3,0.1,0.3,100.0,3.0,5,,TannRy00
483,Robert Turbin,29,IND,RB,2,0,2,1,3,3.0,0,0,0.0,3,0.5,1.5,50.0,1.5,1,,TurbRo00
484,Alejandro Villanueva,30,PIT,LT,16,16,1,1,2,2.0,1,1,0.0,2,0.1,0.1,100.0,2.0,0,PB,VillAl00
485,Danny Vitale,25,GNB,RB,5,0,2,1,2,2.0,0,1,50.0,2,0.2,0.4,50.0,1.0,0,,VitaDa00
486,DeAndre Washington,25,OAK,RB,10,0,1,1,9,9.0,0,0,100.0,9,0.1,0.9,100.0,9.0,1,,WashDe00
487,Justin Watson,22,TAM,WR,12,0,3,1,5,5.0,0,0,0.0,5,0.1,0.4,33.3,1.7,0,,WatsJu01
488,Derek Watt,26,LAC,FB,16,5,1,1,2,2.0,0,0,0.0,2,0.1,0.1,100.0,2.0,0,,WattDe00
489,Carson Wentz,26,PHI,QB,11,11,1,1,4,4.0,0,1,100.0,4,0.1,0.4,100.0,4.0,9,,WentCa00
490,Tim White,24,BAL,WR,3,0,1,1,14,14.0,0,1,100.0,14,0.3,4.7,100.0,14.0,1,,WhitTi00
491,Jonathan Williams,24,NOR,RB,3,0,1,1,1,1.0,0,0,0.0,1,0.3,0.3,100.0,1.0,0,,WillJo07
492,Kyle Williams,35,BUF,LDT,16,16,1,1,9,9.0,0,0,100.0,9,0.1,0.6,100.0,9.0,0,PB,WillKy20
493,Russell Wilson,30,SEA,QB,16,16,1,1,-11,-11.0,0,0,0.0,-11,0.1,-0.7,100.0,-11.0,10,PB,WilsRu00
494,Brandon Zylstra,25,MIN,WR,16,0,2,1,23,23.0,0,1,50.0,23,0.1,1.4,50.0,11.5,0,,ZylsBr00
495,Jamal Agnew,23,DET,DB,6,0,0,0,0,,0,0,,,0.0,0.0,,,1,,AgneJa00
496,Josh Allen,22,BUF,QB,12,11,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,8,,AlleJo02
497,Kyle Allen,22,CAR,QB,2,1,0,0,0,,0,0,,,0.0,0.0,,,0,,AlleKy00
498,Derek Anderson,35,BUF,QB,2,2,0,0,0,,0,0,,,0.0,0.0,,,3,,AndeDe00
499,Matt Barkley,28,BUF,QB,1,1,0,0,0,,0,0,,,0.0,0.0,,,0,,BarkMa00
500,C.J. Beathard,25,SFO,QB,6,5,0,0,0,,0,0,,,0.0,0.0,,,5,,BeatC.00
501,Corey Bojorquez,22,BUF,P,8,0,0,0,0,,0,0,,,0.0,0.0,,,2,,BojoCo00
502,Blake Bortles,26,JAX,QB,13,12,0,0,0,,0,0,,,0.0,0.0,,,8,,BortBl00
503,Sam Bradford,31,ARI,QB,3,3,0,0,0,,0,0,,,0.0,0.0,,,3,,BradSa00
504,Teddy Bridgewater,26,NOR,QB,5,1,0,0,0,,0,0,,,0.0,0.0,,,0,,BridTe00
505,Jacoby Brissett,26,IND,QB,4,0,0,0,0,,0,0,,,0.0,0.0,,,0,,BrisJa00
506,Matt Cassel,36,DET,QB,2,0,0,0,0,,0,0,,,0.0,0.0,,,0,,CassMa00
507,Stacy Coley,24,MIN,WR,2,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,ColeSt00
508,Pharoh Cooper,23,LAR,WR,5,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,CoopPh00
509,Mason Crosby,34,GNB,K,16,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,CrosMa20
510,Jerome Cunningham,27,DET,TE,3,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,CunnJe00
511,Andy Dalton,31,CIN,QB,11,11,0,0,0,,0,0,,,0.0,0.0,,,1,,DaltAn00
512,Darrell Daniels,24,2TM,TE,11,3,2,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,DaniDa02
512,Darrell Daniels,24,SEA,TE,9,2,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,DaniDa02
512,Darrell Daniels,24,ARI,TE,2,1,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,DaniDa02
513,Sam Darnold,21,NYJ,QB,13,13,0,0,0,,0,0,,,0.0,0.0,,,5,,DarnSa00
514,Geremy Davis,26,LAC,WR,14,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,DaviGe00
515,Justin Davis,23,LAR,RB,11,0,0,0,0,,0,0,,,0.0,0.0,,,0,,DaviJu00
516,Michael Dickson,22,SEA,P,16,0,0,0,0,,0,0,,,0.0,0.0,,,0,PBAP-1,DickMi00
517,Riley Dixon,25,NYG,P,16,0,0,0,0,,0,0,,,0.0,0.0,,,0,,DixoRi00
518,Joshua Dobbs,23,PIT,QB,5,0,0,0,0,,0,0,,,0.0,0.0,,,0,,DobbJo00
519,Jeff Driskel,25,CIN,QB,9,5,0,0,0,,0,0,,,0.0,0.0,,,4,,DrisJe00
520,Clayton Fejedelem,25,CIN,DB,16,1,0,0,0,,0,0,,,0.0,0.0,,,1,,FejeCl00
521,Ryan Fitzpatrick,36,TAM,QB,8,7,0,0,0,,0,0,,,0.0,0.0,,,4,,FitzRy00
522,Joe Flacco,33,BAL,QB,9,9,0,0,0,,0,0,,,0.0,0.0,,,3,,FlacJo00
523,David Fluellen,26,TEN,RB,7,0,0,0,0,,0,0,,,0.0,0.0,,,0,,FlueDa00
524,Isaiah Ford,22,MIA,WR,1,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,FordIs00
525,Blaine Gabbert,29,TEN,QB,8,3,0,0,0,,0,0,,,0.0,0.0,,,0,,GabbBl00
526,Jimmy Garoppolo,27,SFO,QB,3,3,0,0,0,,0,0,,,0.0,0.0,,,4,,GaroJi00
527,Jared Goff,24,LAR,QB,16,16,0,0,0,,0,0,,,0.0,0.0,,,12,PB,GoffJa00
528,Raven Greene,23,GNB,DB,8,0,0,0,0,,0,0,,,0.0,0.0,,,0,,GreeRa02
529,Stephen Hauschka,33,BUF,K,16,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,HausSt00
530,Jeff Heath,27,DAL,SS,16,16,0,0,0,,0,0,,,0.0,0.0,,,0,,HeatJe00
531,Taylor Heinicke,25,CAR,QB,6,1,0,0,0,,0,0,,,0.0,0.0,,,1,,HeinTa00
532,Johnny Hekker,28,LAR,P,16,0,0,0,0,,0,0,,,0.0,0.0,,,0,AP-2,HekkJo00
533,De'Angelo Henderson,26,NYJ,RB,3,0,0,0,0,,0,0,,,0.0,0.0,,,1,,HendDe01
534,Chad Henne,33,KAN,QB,1,0,0,0,0,,0,0,,,0.0,0.0,,,0,,HennCh01
535,Akiem Hicks,29,CHI,LDE,16,16,0,0,0,,0,0,,,0.0,0.0,,,0,PB,HickAk00
536,Johnny Holton,28,OAK,WR,1,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,HoltJo00
537,Brian Hoyer,33,NWE,QB,5,0,0,0,0,,0,0,,,0.0,0.0,,,0,,HoyeBr00
538,Sam Hubbard,23,CIN,DE,16,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,HubbSa00
539,Melvin Ingram,29,LAC,RDE,16,16,0,0,0,,0,0,,,0.0,0.0,,,1,PB,IngrMe00
540,Darius Jackson,25,DAL,RB,2,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,JackDa01
541,Lamar Jackson,21,BAL,QB,16,7,2,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,12,,JackLa00
542,Josh Johnson,32,WAS,QB,4,3,0,0,0,,0,0,,,0.0,0.0,,,2,,JohnJo05
543,Taiwan Jones,30,BUF,RB,6,0,2,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,JoneTa00
544,Case Keenum,30,DEN,QB,16,16,0,0,0,,0,0,,,0.0,0.0,,,11,,KeenCa00
545,Robert Kelley,26,WAS,RB,2,0,0,0,0,,0,0,,,0.0,0.0,,,0,,KellRo00
546,Chad Kelly,24,DEN,QB,1,0,0,0,0,,0,0,,,0.0,0.0,,,0,,KellCh00
547,Cody Kessler,25,JAX,QB,5,4,0,0,0,,0,0,,,0.0,0.0,,,5,,KessCo00
548,DeShone Kizer,22,GNB,QB,3,0,0,0,0,,0,0,,,0.0,0.0,,,1,,KizeDe00
549,Chris Lacy,22,DET,WR,1,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,LacyCh00
550,Jeremy Langford,27,ATL,RB,1,0,0,0,0,,0,0,,,0.0,0.0,,,0,,LangJe00
551,Kyle Lauletta,23,NYG,QB,2,0,0,0,0,,0,0,,,0.0,0.0,,,0,,LaulKy00
552,Jourdan Lewis,23,DAL,DB,15,1,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,LewiJo01
553,Patrick Mahomes,23,KAN,QB,16,16,0,0,0,,0,0,,,0.0,0.0,,,9,PBAP-1AP MVP-1AP OPoY-1,MahoPa00
554,Eli Manning,37,NYG,QB,16,16,0,0,0,,0,0,,,0.0,0.0,,,7,,MannEl00
555,Sean Mannion,26,LAR,QB,3,0,0,0,0,,0,0,,,0.0,0.0,,,0,,MannSe00
556,Freddie Martino,27,TAM,WR,4,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,MartFr00
557,Baker Mayfield,23,CLE,QB,14,13,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,7,AP ORoY-2,MayfBa00
558,A.J. McCarron,28,OAK,QB,2,0,0,0,0,,0,0,,,0.0,0.0,,,1,,McCaA.00
559,Riley McCarron,25,NWE,WR,1,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,1,,McCaRi00
560,Josh McCown,39,NYJ,QB,4,3,0,0,0,,0,0,,,0.0,0.0,,,0,,McCoJo01
561,Colt McCoy,32,WAS,QB,3,2,0,0,0,,0,0,,,0.0,0.0,,,1,,McCoCo00
562,J.D. McKissic,25,SEA,RB,5,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,McKiJ.00
563,Jeremy McNichols,23,IND,RB,1,0,0,0,0,,0,0,,,0.0,0.0,,,0,,McNiJe00
564,Christine Michael,28,IND,RB,1,0,0,0,0,,0,0,,,0.0,0.0,,,0,,MichCh00
565,Rontez Miles,30,NYJ,DB,8,1,0,0,0,,0,0,,,0.0,0.0,,,1,,MileRo00
