,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,-additional
380,Fitzgerald Toussaint,24,BAL,RB,4,0,6,3,27,9.0,0,1,50.0,15,0.8,6.8,50.0,4.5,0,,TousFi00
381,J.J. Watt,25,HOU,LDE,16,16,3,3,4,1.3,3,3,100.0,2,0.2,0.3,100.0,1.3,0,PBAP-1AP MVP-2AP DPoY-1,WattJ.00
382,Trey Watts,23,STL,RB,14,0,4,3,18,6.0,0,2,50.0,11,0.2,1.3,75.0,4.5,0,,WattTr00
383,Phillip Supernaw,24,2TM,TE,8,1,3,3,30,10.0,0,1,33.3,29,0.4,3.8,100.0,10.0,0,,SupePh00
383,Phillip Supernaw,24,BAL,TE,6,0,2,2,27,13.5,0,1,50.0,29,0.3,4.5,100.0,13.5,0,,SupePh00
383,Phillip Supernaw,24,KAN,TE,2,1,1,1,3,3.0,0,0,0.0,3,0.5,1.5,100.0,3.0,0,,SupePh00
384,Antonio Andrews,22,TEN,RB,4,0,2,2,11,5.5,0,0,0.0,6,0.5,2.8,100.0,5.5,0,,AndrAn00
385,David Ausberry,27,OAK,WR,6,0,4,2,14,7.0,0,0,0.0,7,0.3,2.3,50.0,3.5,0,,AusbDa00
386,Tommy Bohanon,24,NYJ,RB,4,2,2,2,30,15.0,0,2,100.0,16,0.5,7.5,100.0,15.0,0,,BohaTo00
387,Brandon Bolden,24,NWE,RB,16,2,6,2,8,4.0,0,0,0.0,4,0.1,0.5,33.3,1.3,0,,BoldBr00
388,Brandon Bostick,25,GNB,TE,13,0,4,2,3,1.5,1,1,25.0,2,0.2,0.2,50.0,0.8,0,,BostBr00
389,Ryan Broyles,26,DET,WR,5,0,5,2,25,12.5,0,2,40.0,21,0.4,5.0,40.0,5.0,0,,BroyRy00
390,Garrett Celek,26,SFO,TE,3,1,2,2,53,26.5,0,2,100.0,31,0.7,17.7,100.0,26.5,0,,CeleGa00
391,Derrick Coleman,24,SEA,RB,5,1,2,2,29,14.5,1,2,100.0,15,0.4,5.8,100.0,14.5,0,,ColeDe00
392,John Conner,27,NYJ,RB,12,3,3,2,35,17.5,1,2,66.7,26,0.2,2.9,66.7,11.7,0,,ConnJo00
393,Michael Cox,26,NYG,RB,4,0,3,2,9,4.5,0,0,0.0,9,0.5,2.3,66.7,3.0,0,,CoxxMi00
394,Jonathan Dwyer,25,ARI,RB,2,0,3,2,8,4.0,0,0,0.0,5,1.0,4.0,66.7,2.7,0,,DwyeJo00
395,Gabe Jackson,23,OAK,LG,13,12,2,2,-5,-2.5,0,0,0.0,1,0.2,-0.4,100.0,-2.5,0,,JackGa00
396,Nic Jacobs,23,JAX,TE,13,4,3,2,16,8.0,1,2,66.7,14,0.2,1.2,66.7,5.3,0,,JacoNi00
397,Jeff Janis,23,GNB,WR,3,0,2,2,16,8.0,0,2,100.0,9,0.7,5.3,100.0,8.0,0,,JaniJe00
398,Austin Johnson,25,NOR,RB,7,1,2,2,15,7.5,1,2,100.0,13,0.3,2.1,100.0,7.5,0,,JohnAu00
399,Tavarres King,24,TAM,WR,2,0,3,2,13,6.5,0,1,66.7,7,1.0,6.5,66.7,4.3,0,,KingTa00
400,Cody Latimer,22,DEN,WR,8,0,4,2,23,11.5,0,1,50.0,14,0.3,2.9,50.0,5.8,0,,LatiCo00
401,Vance McDonald,24,SFO,TE,8,4,8,2,30,15.0,0,0,0.0,21,0.3,3.8,25.0,3.8,1,,McDoVa00
402,Bear Pascoe,28,ATL,TE,16,2,2,2,3,1.5,1,1,50.0,2,0.1,0.2,100.0,1.5,0,,PascBe00
403,Adrian Peterson,29,MIN,RB,1,1,3,2,18,9.0,0,1,66.7,9,2.0,18.0,66.7,6.0,0,,PeteAd01
404,Bernard Pierce,23,BAL,RB,13,2,6,2,13,6.5,0,0,16.7,7,0.2,1.0,33.3,2.2,1,,PierBe00
405,Chris Polk,25,PHI,RB,14,0,3,2,16,8.0,0,1,33.3,15,0.1,1.1,66.7,5.3,1,,PolkCh00
406,Craig Stevens,30,TEN,TE,5,4,2,2,26,13.0,0,1,100.0,20,0.4,5.2,100.0,13.0,0,,StevCr00
407,Devin Street,23,DAL,WR,16,0,7,2,18,9.0,0,1,28.6,9,0.1,1.1,28.6,2.6,0,,StreDe00
408,Taylor Thompson,25,TEN,TE,3,1,4,2,24,12.0,0,2,50.0,13,0.7,8.0,50.0,6.0,0,,ThomTa00
409,Griff Whalen,24,IND,WR,10,0,3,2,23,11.5,0,2,66.7,18,0.2,2.3,66.7,7.7,2,,WhalGr00
410,Kerwynn Williams,23,ARI,RB,5,0,6,2,11,5.5,0,0,16.7,6,0.4,2.2,33.3,1.8,1,,WillKe05
411,Isa Abdul-Quddus,25,DET,DB,16,4,1,1,3,3.0,0,0,0.0,3,0.1,0.2,100.0,3.0,0,,AbduIs00
412,Khalif Barnes,32,OAK,RT/LG,14,13,1,1,1,1.0,0,0,0.0,1,0.1,0.1,100.0,1.0,1,,BarnKh20
413,Antwon Blake,24,PIT,DB,16,1,1,1,25,25.0,0,1,100.0,25,0.1,1.6,100.0,25.0,0,,BlakAn00
414,Cameron Brate,23,TAM,TE,5,1,1,1,17,17.0,0,1,100.0,17,0.2,3.4,100.0,17.0,0,,BratCa00
415,Drew Brees,35,NOR,QB,16,16,1,1,1,1.0,0,0,0.0,1,0.1,0.1,100.0,1.0,7,PB,BreeDr00
416,Anthony Castonzo,26,IND,LT,16,16,1,1,1,1.0,1,1,100.0,1,0.1,0.1,100.0,1.0,0,,CastAn00
417,Tyler Clutts,30,DAL,RB,16,1,1,1,1,1.0,0,0,0.0,1,0.1,0.1,100.0,1.0,0,,ClutTy00
418,Josh Cribbs,31,IND,WR,6,0,1,1,8,8.0,0,0,0.0,8,0.2,1.3,100.0,8.0,2,,CribJo01
419,Andy Dalton,27,CIN,QB,16,16,1,1,18,18.0,1,1,100.0,18,0.1,1.1,100.0,18.0,3,PB,DaltAn00
420,Kevin Dorsey,24,GNB,WR,3,0,2,1,4,4.0,0,0,0.0,4,0.3,1.3,50.0,2.0,0,,DorsKe01
421,Marquise Goodwin,24,BUF,WR,10,0,9,1,42,42.0,0,1,11.1,42,0.1,4.2,11.1,4.7,1,,GoodMa00
422,Jonas Gray,24,NWE,RB,8,3,3,1,7,7.0,0,0,33.3,7,0.1,0.9,33.3,2.3,0,,GrayJo00
423,Shonn Greene,29,TEN,RB,13,5,3,1,13,13.0,0,1,33.3,13,0.1,1.0,33.3,4.3,1,,GreeSh00
424,DuJuan Harris,26,GNB,RB,15,0,2,1,11,11.0,0,1,50.0,11,0.1,0.7,50.0,5.5,0,,HarrDu01
425,Shaun Hill,34,STL,QB,9,8,1,1,0,0.0,0,0,0.0,,0.1,0.0,100.0,0.0,7,,HillSh00
426,Mike James,23,TAM,RB,11,0,1,1,-5,-5.0,0,0,0.0,-5,0.1,-0.5,100.0,-5.0,0,,JameMi00
427,Marcel Jensen,24,JAX,TE,1,0,1,1,8,8.0,0,0,0.0,8,1.0,8.0,100.0,8.0,0,,JensMa01
428,David Johnson,27,SDG,TE,14,2,0,1,4,4.0,0,0,,4,0.1,0.3,,,0,,JohnDa05
429,Storm Johnson,22,JAX,RB,6,1,1,1,-4,-4.0,0,0,0.0,-4,0.2,-0.7,100.0,-4.0,0,,JohnSt03
430,Karl Klug,26,TEN,DT,16,0,1,1,9,9.0,0,1,100.0,9,0.1,0.6,100.0,9.0,0,,KlugKa00
431,Jorvorskie Lane,27,TAM,RB,9,4,1,1,3,3.0,0,0,0.0,3,0.1,0.3,100.0,3.0,0,,LaneJo00
432,Brian Leonard,30,NOR,RB,1,0,1,1,15,15.0,0,1,100.0,15,1.0,15.0,100.0,15.0,0,,LeonBr00
433,Christine Michael,24,SEA,RB,10,0,2,1,12,12.0,0,0,50.0,12,0.1,1.2,50.0,6.0,1,,MichCh00
434,Knowshon Moreno,27,MIA,RB,3,0,1,1,8,8.0,0,0,100.0,8,0.3,2.7,100.0,8.0,0,,MoreKn00
435,Michael Palmer,26,PIT,TE,15,1,2,1,1,1.0,1,1,50.0,1,0.1,0.1,50.0,0.5,0,,PalmMi00
436,Donald Penn,31,OAK,LT,16,16,1,1,3,3.0,1,1,100.0,3,0.1,0.2,100.0,3.0,0,,PennDo20
437,Senorise Perry,23,CHI,RB,16,0,1,1,-1,-1.0,0,0,0.0,-1,0.1,-0.1,100.0,-1.0,0,,PerrSe00
438,John Phillips,27,SDG,TE,16,1,1,1,1,1.0,1,1,100.0,1,0.1,0.1,100.0,1.0,0,,PhilJo00
439,DeVier Posey,24,HOU,WR,1,1,1,1,30,30.0,0,1,100.0,30,1.0,30.0,100.0,30.0,0,,PoseDe00
440,Maurkice Pouncey,25,PIT,C,16,16,1,1,0,0.0,0,0,0.0,,0.1,0.0,100.0,0.0,0,PBAP-1,PounMa20
441,Jay Prosch,22,HOU,RB,16,5,4,1,24,24.0,0,1,25.0,24,0.1,1.5,25.0,6.0,0,,ProsJa00
442,Aldrick Robinson,26,WAS,WR,5,0,0,1,6,6.0,0,0,,6,0.2,1.2,,,0,,RobiAl00
443,Courtney Roby,31,ATL,WR,4,0,2,1,11,11.0,0,1,50.0,11,0.3,2.8,50.0,5.5,0,,RobyCo00
444,Jalen Saunders,22,NOR,WR,6,0,1,1,7,7.0,0,0,0.0,7,0.2,1.2,100.0,7.0,0,,SaunJa00
445,Brian Schwenke,23,TEN,C,11,11,1,1,6,6.0,0,0,0.0,6,0.1,0.5,100.0,6.0,1,,SchwBr00
446,Brad Smith,31,PHI,WR,13,0,3,1,11,11.0,0,1,33.3,11,0.1,0.8,33.3,3.7,0,,SmitBr01
447,Micheal Spurlock,31,CHI,WR,1,0,3,1,8,8.0,0,0,0.0,8,1.0,8.0,33.3,2.7,0,,SpurMi00
448,Ryan Tannehill,26,MIA,QB,16,16,1,1,-4,-4.0,0,0,0.0,,0.1,-0.3,100.0,-4.0,9,,TannRy00
449,Will Tukuafu,30,SEA,FB,9,2,2,1,4,4.0,0,1,50.0,4,0.1,0.4,50.0,2.0,0,,TukuWi00
450,Joe Webb,28,CAR,WR,7,0,3,1,16,16.0,0,1,33.3,16,0.1,2.3,33.3,5.3,0,,WebbJo00
451,Damian Williams,26,MIA,WR,1,0,1,1,14,14.0,0,1,100.0,14,1.0,14.0,100.0,14.0,0,,WillDa04
452,Russell Wilson,26,SEA,QB,16,16,1,1,17,17.0,0,1,100.0,17,0.1,1.1,100.0,17.0,11,PB,WilsRu00
453,Will Allen,32,PIT,DB,16,4,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,AlleWi21
454,Derek Anderson,31,CAR,QB,6,2,0,0,0,,0,0,,,0.0,0.0,,,2,,AndeDe00
455,Edwin Baker,23,NOR,RB,3,0,0,0,0,,0,0,,,0.0,0.0,,,0,,BakeEd01
456,Matt Barkley,24,PHI,QB,1,0,0,0,0,,0,0,,,0.0,0.0,,,0,,BarkMa00
457,Josh Bellamy,25,CHI,WR,4,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,BellJo02
458,Blake Bortles,22,JAX,QB,14,13,0,0,0,,0,0,,,0.0,0.0,,,7,,BortBl00
459,Tom Brady,37,NWE,QB,16,16,0,0,0,,0,0,,,0.0,0.0,,,6,PBAP MVP-5,BradTo00
460,Teddy Bridgewater,22,MIN,QB,13,12,0,0,0,,0,0,,,0.0,0.0,,,3,,BridTe00
461,Eben Britton,27,CHI,T,10,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,BritEb20
462,David Bruton,27,DEN,DB,14,1,0,0,0,,0,0,,,0.0,0.0,,,0,,BrutDa99
463,Isaiah Burse,23,DEN,WR,12,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,3,,BursIs01
464,Trey Burton,23,PHI,TE,15,0,0,0,0,,0,0,,,0.0,0.0,,,0,,BurtTr01
465,Jason Campbell,32,CIN,QB,4,0,0,0,0,,0,0,,,0.0,0.0,,,1,,CampJa00
466,Derek Carr,23,OAK,QB,16,16,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,10,,CarrDe02
467,Matt Cassel,32,MIN,QB,3,3,0,0,0,,0,0,,,0.0,0.0,,,3,,CassMa00
468,Jimmy Clausen,27,CHI,QB,4,1,0,0,0,,0,0,,,0.0,0.0,,,0,,ClauJi00
469,Asante Cleveland,22,SFO,TE,6,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,ClevAs00
470,Kirk Cousins,26,WAS,QB,6,5,0,0,0,,0,0,,,0.0,0.0,,,2,,CousKi00
471,Jay Cutler,31,CHI,QB,15,15,0,0,0,,0,0,,,0.0,0.0,,,12,,CutlJa00
472,Craig Dahl,29,SFO,DB,16,1,0,0,0,,0,0,,,0.0,0.0,,,0,,DahlCr99
473,Chase Daniel,28,KAN,QB,3,1,0,0,0,,0,0,,,0.0,0.0,,,0,,DaniCh00
474,Austin Davis,25,STL,QB,10,8,0,0,0,,0,0,,,0.0,0.0,,,5,,DaviAu00
475,Kellen Davis,29,DET,TE,6,0,3,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,DaviKe01
476,Shaun Draughn,27,SDG,RB,4,0,0,0,0,,0,0,,,0.0,0.0,,,0,,DrauSh00
477,Jerome Felton,28,MIN,RB,16,3,2,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,FeltJe00
478,Ryan Fitzpatrick,32,HOU,QB,12,12,0,0,0,,0,0,,,0.0,0.0,,,5,,FitzRy00
479,Joe Flacco,29,BAL,QB,16,16,0,0,0,,0,0,,,0.0,0.0,,,5,,FlacJo00
480,Matt Flynn,29,GNB,QB,7,0,0,0,0,,0,0,,,0.0,0.0,,,1,,FlynMa00
481,Nick Foles,25,PHI,QB,8,8,0,0,0,,0,0,,,0.0,0.0,,,4,,FoleNi00
482,Blaine Gabbert,25,SFO,QB,1,0,0,0,0,,0,0,,,0.0,0.0,,,0,,GabbBl00
483,Jimmy Garoppolo,23,NWE,QB,6,0,0,0,0,,0,0,,,0.0,0.0,,,0,,GaroJi00
484,Mike Glennon,25,TAM,QB,6,5,0,0,0,,0,0,,,0.0,0.0,,,2,,GlenMi00
485,Richard Gordon,27,KAN,TE,2,1,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,GordRi00
486,Bruce Gradkowski,31,PIT,QB,1,0,0,0,0,,0,0,,,0.0,0.0,,,0,,GradBr00
487,Cyrus Gray,25,KAN,RB,9,0,0,0,0,,0,0,,,0.0,0.0,,,0,,GrayCy00
488,Robert Griffin III,24,WAS,QB,9,7,0,0,0,,0,0,,,0.0,0.0,,,9,,GrifRo01
489,Leonard Hankerson,25,WAS,WR,1,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,HankLe00
490,Josh Harris,23,PIT,RB,5,0,0,0,0,,0,0,,,0.0,0.0,,,0,,HarrJo04
491,Matt Hasselbeck,39,IND,QB,4,0,0,0,0,,0,0,,,0.0,0.0,,,1,,HassMa00
492,Chad Henne,29,JAX,QB,3,3,0,0,0,,0,0,,,0.0,0.0,,,1,,HennCh01
493,Brian Hoyer,29,CLE,QB,14,13,0,0,0,,0,0,,,0.0,0.0,,,4,,HoyeBr00
494,Henry Hynoski,26,NYG,RB,16,4,0,0,0,,0,0,,,0.0,0.0,,,0,,HynoHe01
495,LaMichael James,25,2TM,RB,3,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,JameLa00
495,LaMichael James,25,SFO,RB,1,0,0,0,0,,0,0,,,0.0,0.0,,,0,,JameLa00
495,LaMichael James,25,MIA,RB,2,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,JameLa00
496,Colin Kaepernick,27,SFO,QB,16,16,0,0,0,,0,0,,,0.0,0.0,,,8,,KaepCo00
497,Case Keenum,26,HOU,QB,2,2,0,0,0,,0,0,,,0.0,0.0,,,1,,KeenCa00
498,Jake Locker,26,TEN,QB,7,5,0,0,0,,0,0,,,0.0,0.0,,,3,,LockJa00
499,Andrew Luck,25,IND,QB,16,16,0,0,0,,0,0,,,0.0,0.0,,,13,PB,LuckAn00
500,Ryan Mallett,26,HOU,QB,3,2,0,0,0,,0,0,,,0.0,0.0,,,0,,MallRy00
501,Steve Maneri,26,NWE,T,1,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,ManeSt00
502,Eli Manning,33,NYG,QB,16,16,0,0,0,,0,0,,,0.0,0.0,,,7,,MannEl00
503,Peyton Manning,38,DEN,QB,16,16,0,0,0,,0,0,,,0.0,0.0,,,5,PB,MannPe00
504,EJ Manuel,24,BUF,QB,5,4,0,0,0,,0,0,,,0.0,0.0,,,1,,ManuEJ00
505,Johnny Manziel,22,CLE,QB,5,2,0,0,0,,0,0,,,0.0,0.0,,,1,,ManzJo00
506,Freddie Martino,23,ATL,WR,1,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,MartFr00
507,Josh McCown,35,TAM,QB,11,11,0,0,0,,0,0,,,0.0,0.0,,,10,,McCoJo01
508,Colt McCoy,28,WAS,QB,5,4,0,0,0,,0,0,,,0.0,0.0,,,6,,McCoCo00
509,Danny McCray,26,CHI,DB,15,0,0,0,0,,0,0,,,0.0,0.0,,,0,,McCrDa00
510,Dewey McDonald,24,IND,DB,12,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,McDoDe01
511,Matt McGloin,25,OAK,QB,1,0,0,0,0,,0,0,,,0.0,0.0,,,0,,McGlMa01
512,Zach Mettenberger,23,TEN,QB,7,6,0,0,0,,0,0,,,0.0,0.0,,,4,,MettZa00
513,Matt Moore,30,MIA,QB,2,0,0,0,0,,0,0,,,0.0,0.0,,,0,,MoorMa01
514,Ryan Nassib,24,NYG,QB,4,0,0,0,0,,0,0,,,0.0,0.0,,,1,,NassRy00
515,Cam Newton,25,CAR,QB,14,14,0,0,0,,0,0,,,0.0,0.0,,,9,,NewtCa00
516,Pat O'Donnell,23,CHI,P,16,0,0,0,0,,0,0,,,0.0,0.0,,,1,,ODonPa00
517,Chris Ogbonnaya,28,CAR,RB,5,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,OgboCh00
518,Kyle Orton,32,BUF,QB,12,12,0,0,0,,0,0,,,0.0,0.0,,,3,AP CPoY-7,OrtoKy00
519,Kassim Osgood,34,SFO,WR,13,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,OsgoKa00
520,Brock Osweiler,24,DEN,QB,4,0,0,0,0,,0,0,,,0.0,0.0,,,0,,OsweBr00
521,Carson Palmer,35,ARI,QB,6,6,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,3,,PalmCa00
522,Jordan Palmer,30,TEN,QB,1,0,0,0,0,,0,0,,,0.0,0.0,,,0,,PalmJo20
523,Jalen Parmele,29,ARI,RB,1,0,0,0,0,,0,0,,,0.0,0.0,,,0,,ParmJa00
524,Solomon Patton,24,TAM,WR,7,0,0,0,0,,0,0,,,0.0,0.0,,,1,,PattSo01
525,Julius Peppers,34,GNB,LOLB,16,16,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,PeppJu99
526,Christian Ponder,26,MIN,QB,2,1,0,0,0,,0,0,,,0.0,0.0,,,0,,PondCh00
527,Tauren Poole,25,CAR,RB,1,0,0,0,0,,0,0,,,0.0,0.0,,,1,,PoolTa00
528,De'Andre Presley,24,CAR,QB,4,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,PresDe00
529,Philip Rivers,33,SDG,QB,16,16,0,0,0,,0,0,,,0.0,0.0,,,8,,RivePh00
530,Gerell Robinson,25,MIA,WR,2,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,RobiGe00
531,Aaron Rodgers,31,GNB,QB,16,16,0,0,0,,0,0,,,0.0,0.0,,,10,PBAP-1AP MVP-1AP OPoY-2,RodgAa00
532,Ben Roethlisberger,32,PIT,QB,16,16,0,0,-6,,0,0,,-6,0.0,-0.4,,,9,PB,RoetBe00
533,Tony Romo,34,DAL,QB,15,15,0,0,0,,0,0,,,0.0,0.0,,,7,PBAP-2AP MVP-3AP OPoY-5,RomoTo00
534,Jon Ryan,33,SEA,P,16,0,0,0,0,,0,0,,,0.0,0.0,,,2,,RyanJo21
535,Matt Ryan,29,ATL,QB,16,16,0,0,0,,0,0,,,0.0,0.0,,,5,PB,RyanMa00
536,Mark Sanchez,28,PHI,QB,9,8,0,0,0,,0,0,,,0.0,0.0,,,7,,SancMa00
537,Tom Savage,24,HOU,QB,2,0,0,0,0,,0,0,,,0.0,0.0,,,2,,SavaTo00
538,Andrew Sendejo,27,MIN,DB,16,3,0,0,0,,0,0,,,0.0,0.0,,,0,,SendAn00
539,Connor Shaw,23,CLE,QB,1,1,0,0,0,,0,0,,,0.0,0.0,,,1,,ShawCo00
540,Mickey Shuler,28,JAX,TE,3,1,3,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,ShulMi01
541,Matt Simms,26,NYJ,QB,1,0,0,0,0,,0,0,,,0.0,0.0,,,0,,SimmMa00
542,Alex Smith,30,KAN,QB,15,15,0,0,0,,0,0,,,0.0,0.0,,,4,,SmitAl03
543,Geno Smith,24,NYJ,QB,14,13,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,8,,SmitGe00
544,Rodney Smith,24,CLE,WR,3,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,SmitRo05
545,Matthew Stafford,26,DET,QB,16,16,0,0,0,,0,0,,,0.0,0.0,,,8,PB,StafMa00
546,Drew Stanton,30,ARI,QB,9,8,0,0,0,,0,0,,,0.0,0.0,,,1,,StanDr00
547,Jeremy Stewart,25,DEN,RB,6,0,0,0,0,,0,0,,,0.0,0.0,,,0,,StewJe00
548,Tommy Streeter,25,JAX,WR,2,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,StreTo00
549,Tyrod Taylor,25,BAL,QB,1,0,0,0,0,,0,0,,,0.0,0.0,,,0,,TaylTy00
550,Marcus Thigpen,28,TAM,RB,4,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,2,,ThigMa00
551,Jordan Thompson,25,DET,TE,2,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,ThomJo03
552,Michael Vick,34,NYJ,QB,10,3,0,0,0,,0,0,,,0.0,0.0,,,5,,VickMi00
553,Tress Way,24,WAS,P,16,0,0,0,0,,0,0,,,0.0,0.0,,,1,,WayxTr00
554,Steve Weatherford,32,NYG,P,16,0,0,0,0,,0,0,,,0.0,0.0,,,0,,WeatSt20
555,Brandon Weeden,31,DAL,QB,5,1,0,0,0,,0,0,,,0.0,0.0,,,1,,WeedBr00
556,Charcandrick West,23,KAN,RB,6,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,WestCh01
557,Charlie Whitehurst,32,TEN,QB,7,5,0,0,10,,0,0,,10,0.0,1.4,,,3,,WhitCh02
558,Chris Williams,27,CHI,WR,7,0,0,0,0,,0,0,,,0.0,0.0,,,0,,WillCh06
559,Brad Wing,23,PIT,P,16,0,0,0,0,,0,0,,,0.0,0.0,,,1,,WingBr00
560,George Winn,24,DET,RB,12,0,3,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,WinnGe00
,League Average,,,,,,,,,,,,49.3,,1.7,19.4,63.6,7.3,,,-9999
